flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
1374,11.63,129,116,13,0.072,0,236
1375,7.04,116,110,6,0.191,1,285
1376,1.42,286,257,29,0.353,0,285
1377,5.08,187,168,19,0.32,0,279
1378,10.41,291,224,67,0.207,1,789
1379,5.85,248,204,44,0.489,0,387
1380,1.12,262,245,17,0.078,0,213
1381,6.48,230,213,17,0.067,0,332
1382,10.57,150,138,12,0.074,0,281
1383,10.35,144,119,25,0.232,0,268
1384,6.83,136,110,26,0.055,0,165
1385,2.48,234,183,51,0.277,0,200
1386,5.38,140,107,33,0.229,0,165
1387,6.82,297,271,26,0.185,0,413
1388,9.32,263,234,29,0.079,0,496
1389,6.4,152,138,14,0.434,1,238
1390,2.04,298,262,36,0.254,0,310
1391,10.69,175,135,40,0.235,0,365
1392,10.92,204,171,33,0.17,1,506
1393,7.95,231,186,45,0.287,0,439
1394,6.39,162,139,23,0.563,0,236
1395,3.93,53,51,2,0.134,0,73
1396,7.73,137,129,8,0.14,0,316
1397,5.43,200,169,31,0.095,0,258
1398,2.7,225,182,43,0.292,0,242
1399,2.54,260,236,24,0.395,0,255
1400,1.86,219,177,42,0.111,0,183
1401,4.48,52,41,11,0.234,1,79
1402,7.29,140,122,18,0.211,0,302
1403,3.71,52,42,10,0.326,1,91
1404,9.8,205,179,26,0.338,1,481
1405,4.3,240,196,44,0.187,0,325
1406,2.24,130,104,26,0.083,0,100
1407,3.06,208,157,51,0.092,0,263
1408,10.58,187,165,22,0.149,0,330
1409,7.21,226,197,29,0.294,1,546
1410,6.94,263,242,21,0.111,0,339
1411,9.3,143,131,12,0.298,0,323
1412,4.82,175,142,33,0.287,0,266
1413,5.14,162,125,37,0.672,0,261
1414,6.59,198,173,25,0.521,0,322
1415,7.46,149,137,12,0.788,0,310
1416,1.23,102,92,10,0.33,0,95
1417,2.1,136,117,19,0.32,0,115
1418,4.67,279,249,30,0.116,0,421
1419,3.1,253,229,24,0.518,0,366
1420,9.25,138,111,27,0.159,0,264
1421,3.83,103,98,5,0.136,0,136
1422,10.31,234,198,36,0.532,0,516
1423,10.58,69,55,14,0.407,0,130
1424,4.34,162,146,16,0.117,0,230
1425,6.27,98,82,16,0.14,0,115
1426,6.84,283,231,52,0.163,0,403
1427,3.79,184,151,33,0.255,0,273
1428,8.35,78,68,10,0.372,0,155
1429,8.16,97,86,11,0.438,0,226
1430,3.26,270,212,58,0.261,0,389
1431,3.91,62,50,12,0.214,0,82
1432,5.02,52,47,5,0.371,1,84
1433,11.56,51,48,3,0.255,0,97
1434,10.08,65,61,4,0.127,0,126
1435,1.36,143,134,9,0.528,0,149
1436,3.06,151,126,25,0.226,0,204
1437,5.97,183,172,11,0.139,0,237
1438,1.95,94,83,11,0.192,0,86
1439,3.05,120,96,24,0.395,0,158
1440,3.51,182,163,19,0.121,1,285
1441,10.01,105,84,21,0.523,0,236
1442,3.12,248,199,49,0.336,1,403
1443,3.54,275,248,27,0.399,1,520
1444,10.78,176,142,34,0.35,1,442
1445,10.71,81,65,16,0.118,1,218
1446,6.89,98,86,12,0.354,0,141
1447,10.03,62,57,5,0.091,0,139
1448,9.41,207,176,31,0.341,0,447
1449,6.64,74,57,17,0.2,0,101
1450,6.02,262,216,46,0.204,0,372
1451,4.36,109,100,9,0.12,1,192
1452,6.82,108,88,20,0.218,0,160
1453,5.61,262,227,35,0.329,0,359
1454,4.73,205,171,34,0.091,0,266
1455,9.64,289,233,56,0.148,0,564
1456,3.03,107,91,16,0.283,0,140
1457,4.17,69,55,14,0.027,0,84
1458,4.35,211,170,41,0.051,1,334
1459,1.93,182,151,31,0.13,0,157
1460,3.24,259,239,20,0.284,0,380
1461,2.37,237,186,51,0.32,0,232
1462,5.52,280,214,66,0.348,1,427
1463,9.16,220,203,17,0.314,0,424
1464,10.16,106,91,15,0.337,1,261
1465,6.04,234,211,23,0.157,1,357
1466,1.53,252,202,50,0.267,0,247
1467,2.6,103,83,20,0.306,0,86
1468,1.37,258,238,20,0.371,0,217
1469,3.17,161,125,36,0.043,0,226
1470,3.93,222,203,19,0.232,1,346
1471,3.5,135,107,28,0.353,0,180
1472,4.52,86,74,12,0.136,1,145
1473,2.74,133,118,15,0.166,0,125
1474,6.37,97,90,7,0.113,0,135
1475,4.95,167,154,13,0.543,0,272
1476,9.03,231,189,42,0.134,0,515
1477,2.3,97,82,15,0.175,0,88
1478,1.95,161,150,11,0.201,0,157
1479,8.72,159,148,11,0.107,0,310
1480,6.46,55,52,3,0.297,1,99
1481,4.63,211,170,41,0.23,0,305
1482,6.39,240,194,46,0.626,0,356
1483,10.19,127,120,7,0.159,0,246
1484,10.89,225,189,36,0.07,1,466
1485,4.41,72,68,4,0.527,0,105
1486,2.53,175,135,40,0.231,0,183
1487,10.65,133,103,30,0.203,1,289
1488,11.31,62,51,11,0.254,1,162
1489,6.08,96,74,22,0.414,0,121
1490,9.71,93,74,19,0.59,1,218
1491,2.73,154,121,33,0.077,0,123
1492,10.6,209,175,34,0.644,1,530
1493,2.2,203,181,22,0.087,0,177
1494,3.08,291,264,27,0.511,0,419
1495,9.93,230,204,26,0.108,1,519
1496,3.78,63,52,11,0.28,0,95
1497,3.28,229,210,19,0.15,0,316
1498,2.05,170,153,17,0.232,0,171
1499,2.32,85,73,12,0.418,0,78
1500,7.54,57,52,5,0.412,0,124
1501,1.88,217,181,36,0.33,0,215
1502,4.78,263,202,61,0.135,1,411
1503,5.58,199,160,39,0.337,0,267
1504,8.45,65,54,11,0.153,1,154
1505,5.42,140,117,23,0.277,0,205
1506,3.71,169,145,24,0.361,0,249
1507,1.24,237,217,20,0.113,0,219
1508,7.45,109,85,24,0.136,1,236
1509,1.89,59,54,5,0.127,0,45
1510,2.19,202,189,13,0.242,0,203
1511,1.64,80,64,16,0.327,0,66
1512,8.53,70,65,5,0.191,1,165
1513,1.95,268,235,33,0.566,0,269
1514,3.02,130,123,7,0.098,0,178
1515,7.22,82,76,6,0.315,1,238
1516,4.51,80,74,6,0.569,0,119
1517,11.5,291,274,17,0.041,1,751
1518,5.15,283,232,51,0.111,1,447
1519,7.31,267,209,58,0.076,0,473
1520,2.03,198,174,24,0.19,0,187
1521,1.99,85,66,19,0.085,0,80
1522,4.98,242,220,22,0.122,1,439
1523,1.44,181,161,20,0.51,0,161
1524,6.2,117,108,9,0.342,1,215
1525,1.99,139,115,24,0.402,0,127
1526,9.26,181,157,24,0.18,0,387
1527,2.2,290,240,50,0.423,0,254
1528,8.29,58,47,11,0.099,0,106
1529,1.64,79,67,12,0.207,0,79
1530,8.74,164,136,28,0.163,0,358
1531,2.02,94,72,22,0.442,0,95
1532,2.33,53,48,5,0.248,0,53
1533,3.16,118,104,14,0.218,0,184
1534,6.74,286,231,55,0.201,0,425
1535,4.47,72,60,12,0.413,0,93
1536,2.04,65,60,5,0.214,0,66
1537,11.85,71,63,8,0.078,1,170
1538,1.16,278,239,39,0.616,0,285
1539,5.04,121,105,16,0.305,1,187
1540,11.74,97,89,8,0.048,0,189
1541,8.18,239,183,56,0.252,1,579
1542,1.46,274,219,55,0.056,0,230
1543,2.52,296,253,43,0.158,0,243
1544,6.61,237,193,44,0.49,0,348
1545,3.45,279,215,64,0.345,0,384
1546,6.3,156,144,12,0.159,0,222
1547,2.77,257,232,25,0.612,0,290
1548,11.9,182,154,28,0.071,0,356
1549,10.65,257,204,53,0.202,0,574
1550,6.38,56,53,3,0.295,1,99
1551,9.64,100,76,24,0.456,0,241
1552,7.11,114,98,16,0.288,0,232
1553,5.15,58,51,7,0.196,0,77
1554,2.02,131,117,14,0.069,0,105
1555,2.4,94,87,7,0.327,0,100
1556,5.25,171,136,35,0.168,0,229
1557,4.49,224,170,54,0.57,0,322
1558,4.73,244,212,32,0.194,0,325
1559,2.83,201,153,48,0.046,0,169
1560,10.69,269,212,57,0.159,1,557
1561,3.82,59,51,8,0.12,1,92
1562,4.02,122,100,22,0.207,0,162
1563,3.34,254,220,34,0.171,0,328
1564,8.62,97,82,15,0.25,0,178
1565,10.2,212,199,13,0.136,0,465
1566,5.31,231,188,43,0.17,0,350
1567,11.21,136,128,8,0.486,0,277
1568,1.9,160,126,34,0.439,0,165
1569,6.32,258,203,55,0.362,1,491
1570,3.33,287,260,27,0.215,1,512
1571,3.86,248,220,28,0.285,1,418
1572,2.74,293,251,42,0.115,0,251
1573,10.78,65,54,11,0.13,1,133
1574,1.54,102,92,10,0.173,0,93
1575,2.52,89,75,14,0.549,0,95
1576,7.83,149,133,16,0.113,1,350
1577,10.63,69,65,4,0.319,1,162
1578,8.84,265,252,13,0.435,1,682
1579,6.9,288,268,20,0.647,0,481
1580,2.23,118,94,24,0.597,0,127
1581,11.74,94,72,22,0.435,0,226
1582,3.77,55,48,7,0.238,1,88
1583,6.34,269,228,41,0.255,0,329
1584,9.86,300,277,23,0.089,0,633
1585,3.04,246,207,39,0.08,0,323
1586,1.65,226,209,17,0.218,0,217
1587,6.03,88,73,15,0.406,1,156
1588,9.48,151,116,35,0.41,0,325
1589,5.1,179,164,15,0.443,0,290
1590,4.67,156,125,31,0.37,1,237
1591,11.3,88,84,4,0.212,0,172
1592,4.58,167,147,20,0.241,1,279
1593,3.85,198,184,14,0.276,1,296
1594,4.63,217,191,26,0.087,0,328
1595,1.2,278,255,23,0.092,0,277
1596,8.21,300,263,37,0.414,0,697
1597,1.93,131,114,17,0.141,0,121
1598,4.94,103,92,11,0.143,0,127
1599,2.63,289,237,52,0.346,0,268
1600,2.55,159,122,37,0.086,0,138
1601,2.69,61,54,7,0.195,0,56
1602,2.72,258,236,22,0.435,0,237
1603,8.06,214,192,22,0.325,0,445
1604,7.17,159,124,35,0.066,0,293
1605,3.12,87,73,14,0.248,0,121
1606,8.32,192,165,27,0.052,0,405
1607,4.77,56,52,4,0.072,1,89
1608,1.21,127,110,17,0.044,0,117
1609,3.18,227,204,23,0.337,1,361
1610,7.19,114,87,27,0.137,0,229
1611,4.38,151,117,34,0.153,0,189
1612,4.42,244,228,16,0.151,1,365
1613,10.49,150,128,22,0.11,0,289
1614,6.22,93,85,8,0.178,0,138
1615,2.06,80,70,10,0.197,0,72
1616,5.65,220,171,49,0.644,0,310
1617,6.74,126,107,19,0.539,0,197
1618,7.58,97,86,11,0.416,0,209
1619,10.65,131,120,11,0.277,0,239
1620,4.34,176,140,36,0.195,1,279
1621,8.02,258,213,45,0.566,1,667
1622,1.44,258,221,37,0.307,0,264
1623,3.62,238,216,22,0.282,1,396
1624,1.99,252,223,29,0.329,0,231
1625,2.7,133,101,32,0.504,0,124
1626,4.88,59,50,9,0.272,1,99
1627,2.78,78,68,10,0.084,0,67
1628,2.59,97,83,14,0.033,0,80
1629,8.79,275,219,56,0.119,0,551
1630,1.16,258,228,30,0.309,0,233
1631,6.49,295,270,25,0.153,0,411
1632,10.85,239,200,39,0.369,1,545
1633,5.49,165,135,30,0.428,0,247
1634,2.93,283,229,54,0.331,0,288
1635,7.51,62,48,14,0.105,0,122
1636,3.63,221,194,27,0.136,1,329
1637,4.77,96,90,6,0.599,0,138
1638,10.34,152,116,36,0.586,0,348
1639,11.97,241,208,33,0.598,1,689
1640,11.98,140,116,24,0.449,0,325
1641,2.93,295,241,54,0.582,0,258
1642,2.18,102,86,16,0.086,0,89
1643,1.78,267,243,24,0.157,0,233
1644,7.17,141,113,28,0.375,0,317
1645,6.69,126,100,26,0.106,0,163
1646,1.12,253,213,40,0.268,0,249
1647,5.96,93,80,13,0.15,1,163
1648,5.5,205,191,14,0.555,0,309
1649,1.03,51,48,3,0.266,0,51
1650,11.06,150,133,17,0.169,1,339
1651,7.63,106,95,11,0.587,0,219
1652,8.83,106,81,25,0.141,0,199
1653,1.05,83,66,17,0.281,0,84
1654,6.8,264,216,48,0.477,0,402
1655,9.79,107,91,16,0.109,0,219
1656,7.37,229,210,19,0.235,0,436
1657,6.69,286,216,70,0.098,1,421
1658,6.69,206,181,25,0.338,0,279
1659,4.23,84,79,5,0.46,0,124
1660,10.98,124,106,18,0.207,0,268
1661,9.37,225,175,50,0.273,1,521
1662,4.21,82,64,18,0.446,0,110
1663,3.75,164,156,8,0.169,1,245
1664,5.44,124,96,28,0.142,0,156
1665,2.86,122,110,12,0.315,0,119
1666,5.78,127,120,7,0.292,0,205
1667,6.83,58,46,12,0.18,0,78
1668,11.55,280,218,62,0.444,0,569
1669,9.08,97,81,16,0.287,0,188
1670,5.46,116,97,19,0.391,1,219
1671,7.85,270,213,57,0.427,1,680
1672,1.12,260,207,53,0.203,0,243
1673,7.25,213,165,48,0.271,1,519
1674,3.98,273,230,43,0.265,0,380
1675,1.6,248,188,60,0.193,0,198
1676,2.82,168,127,41,0.224,0,152
1677,2.64,269,250,19,0.452,0,253
1678,2.44,221,173,48,0.27,0,213
1679,1.23,259,221,38,0.159,0,258
1680,3.01,237,207,30,0.089,1,351
1681,2.23,240,199,41,0.097,0,193
1682,8.87,182,171,11,0.091,1,472
1683,2.89,264,225,39,0.573,0,273
1684,5.94,168,131,37,0.393,0,238
1685,4.6,135,123,12,0.272,1,221
1686,4.34,267,231,36,0.556,0,416
1687,10.35,155,119,36,0.337,1,379
1688,3.29,125,109,16,0.073,0,155
1689,9.75,89,79,10,0.11,1,215
1690,2.59,68,59,9,0.228,0,68
1691,2.76,96,82,14,0.202,0,79
1692,6.51,114,94,20,0.297,0,158
1693,7.07,244,193,51,0.422,1,583
1694,4.75,268,231,37,0.178,0,362
1695,7.76,195,154,41,0.722,1,601
1696,1.23,227,192,35,0.339,0,223
1697,6.36,79,70,9,0.356,0,126
1698,2.12,175,144,31,0.256,0,150
1699,2.21,115,93,22,0.437,0,112
1700,1.4,54,46,8,0.27,0,45
1701,1.42,142,134,8,0.157,0,136
1702,8.05,146,134,12,0.314,1,346
1703,9.63,219,196,23,0.345,0,449
1704,8.08,261,234,27,0.209,0,470
1705,4.25,143,117,26,0.163,0,181
1706,4.04,155,147,8,0.245,1,281
1707,7.58,182,146,36,0.289,0,340
1708,7.79,227,204,23,0.346,0,501
1709,10.6,134,119,15,0.391,0,299
1710,11.89,107,91,16,0.302,1,231
1711,7.41,128,117,11,0.197,1,312
1712,3.34,261,202,59,0.335,1,456
1713,4.53,57,54,3,0.194,1,98
1714,2.16,290,250,40,0.107,0,261
1715,1.57,208,163,45,0.173,0,187
1716,1.52,61,51,10,0.237,0,60
1717,7.87,198,177,21,0.3,0,459
1718,2.87,143,124,19,0.219,0,124
1719,7.41,239,194,45,0.315,0,475
1720,3.4,140,106,34,0.264,0,206
1721,2.94,285,220,65,0.234,0,284
1722,4.23,267,236,31,0.085,0,348
1723,2.4,82,62,20,0.063,0,69
1724,7.07,203,193,10,0.103,1,522
1725,7.79,267,253,14,0.197,0,612
1726,6.28,149,117,32,0.139,1,222
1727,11.08,217,198,19,0.245,0,427
1728,4.35,242,227,15,0.117,0,381
1729,4.74,236,214,22,0.205,0,314
1730,1.48,64,56,8,0.083,0,58
1731,11.96,163,132,31,0.128,1,388
1732,4.37,178,147,31,0.36,0,259
1733,10.77,60,55,5,0.393,1,140
1734,3.85,104,89,15,0.158,0,136
1735,5.12,51,40,11,0.174,0,64
1736,4.24,114,90,24,0.225,0,145
1737,6.57,272,241,31,0.536,0,357
1738,2.03,221,167,54,0.251,0,200
1739,7.29,65,53,12,0.13,0,128
1740,7.11,295,277,18,0.485,1,791
1741,6.28,199,188,11,0.08,0,266
1742,10.76,155,143,12,0.236,0,342
1743,8.18,195,157,38,0.511,1,502
1744,2.44,224,205,19,0.11,0,201
1745,8.31,258,219,39,0.245,0,497
1746,1.17,79,74,5,0.236,0,77
1747,6.78,59,46,13,0.68,1,98
1748,2.89,276,244,32,0.381,0,262
1749,1.09,235,181,54,0.443,0,226
1750,6.77,111,85,26,0.315,1,153
1751,3.86,134,128,6,0.39,1,239
1752,2.22,257,221,36,0.229,0,257
1753,8.22,183,173,10,0.304,1,448
1754,3.26,116,90,26,0.089,1,198
1755,2.87,90,77,13,0.049,0,76
1756,11.3,220,206,14,0.736,0,539
1757,8.93,262,244,18,0.629,1,668
1758,2.07,254,222,32,0.489,0,251
1759,3.16,67,52,15,0.343,0,93
1760,6.71,107,87,20,0.711,1,196
1761,11.34,295,230,65,0.258,1,617
1762,6.35,109,96,13,0.615,0,176
1763,7.91,137,129,8,0.454,0,345
1764,11.03,76,58,18,0.429,0,159
1765,1.14,295,280,15,0.315,0,307
1766,10.59,117,89,28,0.484,1,301
1767,4.92,71,63,8,0.098,0,90
1768,4.1,201,191,10,0.465,0,300
1769,4.1,89,73,16,0.466,1,144
1770,6.69,158,120,38,0.583,0,258
1771,4.75,123,94,29,0.439,0,151
1772,7.97,115,106,9,0.342,0,266
1773,1.41,217,199,18,0.417,0,212
1774,8.56,55,47,8,0.275,0,119
1775,5.49,161,133,28,0.195,0,245
1776,1.03,67,54,13,0.267,0,56
1777,7.52,130,119,11,0.155,1,328
1778,6.97,151,115,36,0.317,0,191
1779,1.93,286,236,50,0.417,0,236
1780,4.15,264,207,57,0.088,0,310
1781,5.65,159,134,25,0.329,0,240
1782,10.48,79,69,10,0.175,0,166
1783,4.76,171,130,41,0.432,1,256
1784,4.97,198,166,32,0.325,0,265
1785,9.91,111,87,24,0.337,0,193
1786,2.8,187,142,45,0.06,0,158
1787,2.73,169,138,31,0.21,0,159
1788,10.68,156,132,24,0.297,1,434
1789,5.79,190,181,9,0.398,1,338
1790,2.98,125,118,7,0.272,0,129
1791,9.78,58,53,5,0.329,1,137
1792,2.14,245,224,21,0.049,0,199
1793,5.41,88,80,8,0.265,0,141
1794,9.86,73,65,8,0.599,1,170
1795,5.2,174,153,21,0.362,0,265
1796,10.22,167,145,22,0.19,0,308
1797,6.92,83,78,5,0.33,0,112
1798,8.2,280,264,16,0.233,0,615
1799,10.97,110,90,20,0.373,0,229
1800,7.02,218,184,34,0.429,1,501
1801,3.33,182,157,25,0.372,0,250
1802,4.39,128,106,22,0.352,0,185
1803,7.38,99,78,21,0.215,0,181
1804,10.48,181,157,24,0.169,0,397
1805,5.05,100,83,17,0.357,1,145
1806,4.08,101,77,24,0.124,1,156
1807,4.14,171,134,37,0.254,1,271
1808,1.12,216,187,29,0.453,0,210
1809,9.43,299,246,53,0.67,1,932
1810,4.99,57,53,4,0.491,0,85
1811,2.98,162,136,26,0.485,0,161
1812,8.52,94,71,23,0.062,1,210
1813,1.68,137,116,21,0.352,0,136
1814,2.34,294,225,69,0.391,0,301
1815,5.3,77,67,10,0.187,1,135
1816,6.37,168,127,41,0.266,1,255
1817,5.24,156,131,25,0.362,0,211
1818,10.76,76,72,4,0.162,1,175
1819,5.8,242,202,40,0.51,1,434
1820,10.02,211,189,22,0.426,1,512
1821,11.83,130,123,7,0.266,0,299
1822,8.49,150,118,32,0.512,1,349
1823,6.68,111,100,11,0.087,1,176
1824,4.8,111,88,23,0.178,0,135
1825,1.54,215,192,23,0.359,0,216
1826,5.86,75,69,6,0.524,0,111
1827,8.71,170,129,41,0.323,0,324
1828,4.94,73,65,8,0.391,1,115
1829,3.97,88,74,14,0.09,0,110
1830,6.22,173,144,29,0.391,0,232
1831,9.53,70,59,11,0.504,1,169
1832,5.2,143,110,33,0.567,0,207
1833,11.0,224,183,41,0.166,0,500
1834,1.85,164,143,21,0.2,0,156
1835,2.74,225,175,50,0.271,0,204
1836,10.11,170,156,14,0.532,1,451
1837,11.85,62,53,9,0.038,1,127
1838,3.48,278,212,66,0.093,0,364
1839,4.38,180,149,31,0.163,1,292
1840,3.05,209,165,44,0.282,0,311
1841,11.01,212,174,38,0.26,0,421
1842,2.66,68,54,14,0.192,0,59
1843,9.02,191,146,45,0.103,1,412
1844,1.14,225,202,23,0.365,0,229
1845,10.23,263,241,22,0.267,0,593
1846,10.41,130,111,19,0.272,0,256
1847,2.86,172,140,32,0.537,0,152
1848,5.93,117,106,11,0.257,1,176
1849,2.79,222,211,11,0.28,0,224
1850,9.49,281,248,33,0.326,1,693
1851,9.59,68,52,16,0.347,0,139
1852,3.33,113,92,21,0.175,1,180
1853,4.11,150,131,19,0.653,1,247
1854,5.75,115,105,10,0.107,0,152
1855,1.65,256,225,31,0.46,0,275
1856,8.89,115,106,9,0.409,1,311
1857,5.6,124,116,8,0.241,1,248
1858,6.08,94,73,21,0.265,0,148
1859,2.47,136,103,33,0.08,0,120
1860,6.12,251,231,20,0.468,1,400
1861,6.31,116,109,7,0.299,0,169
1862,6.06,246,218,28,0.385,0,340
1863,5.17,52,45,7,0.567,1,88
1864,8.87,215,196,19,0.102,1,459
1865,5.07,254,226,28,0.22,1,452
1866,2.53,219,200,19,0.428,0,208
1867,3.7,260,207,53,0.217,1,404
1868,5.09,217,176,41,0.276,0,302
1869,7.88,227,187,40,0.367,0,504
1870,11.5,212,185,27,0.148,0,406
1871,5.16,73,57,16,0.457,1,123
1872,7.01,137,104,33,0.354,0,271
1873,8.68,66,61,5,0.435,1,183
1874,4.2,89,81,8,0.269,1,126
1875,10.71,251,213,38,0.232,0,551
1876,6.73,243,227,16,0.485,1,469
1877,6.92,221,191,30,0.057,1,360
1878,1.74,200,167,33,0.222,0,177
1879,1.09,55,47,8,0.136,0,48
1880,3.5,243,215,28,0.309,0,381
1881,1.67,198,167,31,0.205,0,169
1882,11.49,168,128,40,0.364,1,468
1883,3.42,169,154,15,0.193,0,233
1884,9.23,84,69,15,0.301,1,237
1885,6.48,162,153,9,0.141,1,262
1886,1.24,78,74,4,0.3,0,87
1887,2.47,56,48,8,0.063,0,44
1888,5.43,270,251,19,0.482,0,397
1889,7.31,102,97,5,0.367,0,214
1890,9.61,214,196,18,0.523,0,547
1891,3.49,72,61,11,0.257,0,100
1892,5.46,146,119,27,0.579,0,210
1893,1.37,185,169,16,0.507,0,179
1894,7.44,125,103,22,0.368,1,310
1895,1.34,287,263,24,0.397,0,272
1896,5.05,225,187,38,0.062,0,273
1897,11.8,59,52,7,0.278,0,116
1898,2.94,256,210,46,0.333,0,212
1899,3.53,166,125,41,0.074,0,200
1900,2.34,73,56,17,0.281,0,57
1901,9.01,267,254,13,0.32,0,642
1902,7.71,224,174,50,0.14,0,426
1903,2.63,283,266,17,0.324,0,288
1904,5.09,230,175,55,0.262,0,290
1905,11.18,88,79,9,0.338,0,190
1906,9.51,299,262,37,0.305,1,707
1907,9.44,244,228,16,0.181,0,531
1908,3.63,115,107,8,0.248,0,157
1909,3.42,55,45,10,0.353,1,97
1910,5.78,70,54,16,0.152,1,105
1911,3.13,122,101,21,0.39,1,240
1912,9.24,123,100,23,0.164,0,215
1913,1.55,85,68,17,0.374,0,84
1914,5.8,300,270,30,0.457,0,395
1915,4.45,180,170,10,0.132,1,314
1916,4.31,282,268,14,0.291,1,497
1917,6.23,265,234,31,0.382,0,422
1918,11.46,263,238,25,0.38,0,507
1919,7.91,290,272,18,0.278,0,667
1920,3.81,255,234,21,0.079,0,336
1921,10.06,219,203,16,0.416,1,466
1922,2.37,222,171,51,0.335,0,182
1923,2.99,93,86,7,0.32,0,97
1924,8.48,140,118,22,0.331,1,343
1925,2.17,210,175,35,0.499,0,195
1926,11.26,109,92,17,0.313,0,221
1927,2.96,263,245,18,0.333,0,224
1928,10.05,142,126,16,0.175,0,330
1929,4.28,260,245,15,0.393,0,387
1930,10.19,132,115,17,0.09,0,230
1931,9.02,247,226,21,0.382,0,527
1932,6.12,286,240,46,0.198,0,397
1933,2.24,132,108,24,0.369,0,140
1934,6.07,126,107,19,0.093,1,179
1935,6.66,300,259,41,0.02,0,421
1936,1.05,75,66,9,0.412,0,78
1937,5.98,263,206,57,0.208,0,335
1938,1.78,70,64,6,0.467,0,69
1939,8.52,277,223,54,0.365,0,607
1940,3.33,169,135,34,0.411,1,249
1941,2.21,179,156,23,0.325,0,180
1942,1.42,224,200,24,0.373,0,223
1943,7.99,157,135,22,0.248,0,309
1944,3.77,207,193,14,0.15,1,296
1945,11.31,76,72,4,0.104,1,174
1946,10.26,120,112,8,0.151,0,257
1947,2.98,197,180,17,0.368,0,192
1948,3.93,99,85,14,0.553,0,172
1949,5.09,144,113,31,0.151,1,200
1950,2.5,72,66,6,0.348,0,66
1951,1.91,190,145,45,0.213,0,154
1952,3.82,130,99,31,0.265,0,197
1953,7.92,181,138,43,0.191,0,338
1954,3.31,298,234,64,0.183,0,357
1955,3.83,191,168,23,0.398,0,311
1956,11.82,69,65,4,0.056,1,154
1957,2.39,173,145,28,0.283,0,142
1958,2.28,62,52,10,0.103,0,58
1959,3.3,52,41,11,0.309,0,62
1960,3.25,267,201,66,0.388,0,356
1961,6.83,267,227,40,0.402,0,378
1962,8.71,259,229,30,0.147,1,648
1963,2.79,273,250,23,0.08,0,221
1964,8.1,255,243,12,0.017,1,521
1965,10.87,224,190,34,0.076,0,474
1966,2.76,180,152,28,0.601,0,198
1967,7.42,178,140,38,0.448,0,375
1968,9.66,139,119,20,0.363,1,350
1969,4.08,201,155,46,0.039,0,244
1970,7.17,290,240,50,0.253,0,590
1971,4.5,84,66,18,0.143,0,117
1972,11.13,63,58,5,0.162,0,126
1973,4.84,244,191,53,0.326,0,340
1974,7.19,190,155,35,0.529,0,449
1975,4.16,224,206,18,0.543,1,393
1976,2.16,99,91,8,0.674,0,98
1977,1.47,127,98,29,0.2,0,117
1978,9.31,262,248,14,0.182,1,574
1979,7.36,203,175,28,0.336,0,374
1980,6.62,52,47,5,0.281,0,87
1981,8.9,228,187,41,0.311,1,477
1982,2.26,89,70,19,0.126,0,88
1983,6.67,245,216,29,0.202,0,338
1984,2.94,213,185,28,0.309,0,225
1985,9.38,100,76,24,0.295,0,204
1986,2.45,284,226,58,0.398,0,301
1987,10.79,50,39,11,0.399,0,107
1988,1.18,153,132,21,0.106,0,146
1989,8.96,288,261,27,0.138,0,640
1990,3.39,210,183,27,0.19,1,355
1991,3.74,184,149,35,0.289,0,224
1992,6.16,166,155,11,0.103,1,298
1993,1.29,165,148,17,0.111,0,145
1994,5.97,101,96,5,0.27,0,142
1995,10.76,169,146,23,0.182,0,339
1996,4.05,188,148,40,0.558,0,286
1997,3.29,204,193,11,0.081,0,286
1998,4.05,191,156,35,0.645,1,360
1999,11.13,135,104,31,0.133,0,266
2000,1.16,257,232,25,0.39,0,262
2001,1.82,95,78,17,0.644,0,92
2002,10.99,125,95,30,0.158,0,254
2003,2.83,290,220,70,0.358,0,293
2004,4.98,287,260,27,0.171,1,483
2005,1.33,59,55,4,0.318,0,62
2006,4.99,201,185,16,0.383,0,300
2007,2.09,110,90,20,0.368,0,98
2008,5.83,287,231,56,0.052,1,368
2009,3.53,67,55,12,0.137,0,86
2010,3.14,135,120,15,0.064,0,157
2011,6.07,186,171,15,0.236,0,268
2012,1.06,194,162,32,0.65,0,211
2013,9.12,279,239,40,0.578,1,711
2014,4.52,177,143,34,0.238,0,258
2015,4.44,153,132,21,0.121,1,239
2016,4.1,235,208,27,0.654,0,347
2017,1.3,190,170,20,0.628,0,206
2018,3.03,227,207,20,0.19,0,291
2019,10.77,150,135,15,0.12,1,357
2020,4.4,55,52,3,0.234,0,87
2021,6.1,134,119,15,0.084,0,208
2022,10.88,100,95,5,0.195,1,253
2023,3.1,85,78,7,0.048,0,119
2024,5.89,120,97,23,0.142,0,171
2025,6.59,149,132,17,0.194,1,223
2026,3.29,74,61,13,0.489,0,103
2027,11.86,188,152,36,0.28,1,488
2028,1.11,93,78,15,0.205,0,80
2029,5.38,63,48,15,0.18,0,89
2030,1.07,286,271,15,0.624,0,299
2031,2.92,78,63,15,0.132,0,62
2032,2.99,123,94,29,0.029,0,90
2033,6.94,99,77,22,0.455,0,143
2034,5.44,289,265,24,0.22,1,419
2035,5.68,54,48,6,0.177,1,82
2036,2.98,249,228,21,0.159,0,206
2037,5.53,159,132,27,0.289,0,243
